original_id,wiki_id,wiki_name,match_score
ruth ann,Q95673223,Ann Ruth,100.0
masters,Q280275,Masters Tournament,100.0
massa,Q11423,mass,100.0
mason,Q192936,Nick Mason,100.0
riverside drive,Q2589766,Riverside Drive,100.0
river niger,Q3542,Niger River,100.0
nashville,Q23197,Nashville,100.0
richmond,Q32515,London Borough of Richmond upon Thames,100.0
marx,Q9061,Karl Marx,100.0
sam gilliam,Q2216478,Sam Gilliam,100.0
sam rivers,Q44841,Sam Rivers,100.0
national urban services,Q7303070,Recreational Demonstration Area,46.0
mario,Q11168,Super Mario Bros.,100.0
scarsdale,Q2300959,Scarsdale,100.0
kansas,Q1558,Kansas,100.0
helen,Q164061,Helen of Troy,100.0
the boys club of america,Q74495028,Boys' clubs of America,89.0
jackie robinson,Q221048,Jackie Robinson,100.0
the black masons,Q76258508,Thomas Mason Black,82.0
italians,Q50001,Italians,100.0
notre dame,Q345,Virgin Mary,100.0
the black picture show,Q29565347,Picture Day/Pat No Pay/BlackJack,48.0
the black picture show,Q29565347,Picture Day/Pat No Pay/BlackJack,48.0
the black revolution,Q48537,civil rights movement,89.0
ira aldridge,Q520060,Ira Aldridge,100.0
the black theater,Q201946,black box theater,82.0
institute,Q1192331,Institute,100.0
indiana,Q1415,Indiana,100.0
the board of estimate,Q4931393,Board of estimate,89.0
i.,Q1103,iodine,100.0
i am the smoke king,Q26938170,"I am  ""the smoke king, I am black""",78.0
huh,Q996591,Hung Hom station,100.0
stephen,Q24445,Stefan the First-Crowned,100.0
huh,Q996591,Hung Hom station,100.0
hugh,Q839387,Hugh,100.0
hugh,Q839387,Hugh,100.0
howard university,Q1068752,Howard University,100.0
hollywood,Q34006,Hollywood,100.0
o'neill,Q93157,Eugene O'Neill,100.0
oedc,Q21027595,Rock Forest,40.0
the bureau of the budget,Q284392,Office of Management and Budget,91.0
hindu,Q9089,Hinduism,100.0
higginsen,Q28731193,Vy Higginsen,86.0
henderson,Q49267,Henderson,100.0
henderson,Q49267,Henderson,100.0
james brown,Q5950,James Brown,100.0
the black,Q12053167,The Black,100.0
james earl jones,Q203960,James Earl Jones,100.0
the black,Q12053167,The Black,100.0
judea,Q48685,Judah,100.0
strata-east,Q949686,Strata-East Records,73.0
strata-east,Q949686,Strata-East Records,73.0
jose figueroa,Q442729,José Figueroa Alcorta,100.0
jordan,Q810,Jordan,100.0
jones,Q49372,Jones,100.0
johnny,Q1047327,3252 Johnny,100.0
john patterson junior,Q21558717,Combined Measurement of the Higgs Boson Mass in  p p  Collisions at   s  = 7  and 8 TeV with the ATLAS and CMS Experiments,18.0
john patterson jr.,Q61628162,List of Contributors,38.0
sweet song,Q3506530,Sweet Song,100.0
john henry,Q202950,John Henry,100.0
tanner,Q365461,tanner,100.0
john bowne,Q6222710,John Bowne,100.0
ta�_no spears,Q61720585,Spears Ranch Aerodrome,35.0
teddy wilson,Q506052,Teddy Wilson,100.0
joe papp,Q5480583,Joseph Papp,100.0
jocelyn cooper,Q75724103,Jocelyn Elizabeth Cooper,74.0
jimmy lunsford,Q66930937,Jimmy Lunsford,100.0
texas,Q1439,Texas,100.0
jews,Q7325,Jewish people,100.0
jesus delivers,Q79944120,The Miracles of Jesus Christ:  Christ Delivering the Possessed,35.0
jesse gray,Q3177615,Jesse Gray,100.0
jeanette,Q297548,Jeanette,100.0
the american league,Q465469,American League,88.0
japan,Q17,Japan,100.0
james weldon johnson,Q478450,James Weldon Johnson,100.0
james weldon,Q76038917,James Weldon,100.0
james murray,Q528723,James Murray,100.0
james hurley,Q6271494,James Hurley,100.0
the general foods corporation,Q4272111,General Foods,93.0
the university of alabama,Q492318,University of Alabama,100.0
caligula,Q1409,Caligula,100.0
the sheraton hotel,Q634831,Sheraton Hotels and Resorts,88.0
charlie parker,Q103767,Charlie Parker,100.0
chapin,Q962078,Chapin,100.0
central harlem,Q2944399,Central Harlem,100.0
the studio museum,Q460162,museology,84.0
the supreme court,Q55025499,The Supreme Court,100.0
the tenants organization,Q59536423,Dublin Tenants,60.0
cbs,Q43380,CBS,100.0
catholic,Q1841,Catholicism,100.0
the times,Q50008,The Times,100.0
carlyle,Q51282,Boone Carlyle,100.0
the united states of america,Q30,United States of America,100.0
the urban league,Q27716514,The Urban League review. National Urban League. Research Dept,82.0
caligula,Q1409,Caligula,100.0
chris,Q339346,Chris,100.0
cabinet,Q3975,computer case,100.0
the vivian beaumont theater,Q176205,Vivian Beaumont Theater,92.0
buffalo,Q18099,bison,100.0
the west coast,Q7774267,The West Coaster,93.0
the west indies,Q55983352,The West Indies,100.0
bud powell,Q312692,Bud Powell,100.0
the wiz,Q169165,Washington Wizards,100.0
the world series,Q265538,World Series,86.0
theater notes,Q7777517,Theatre of NOTE,79.0
this book,Q5331246,Eat This Book,82.0
bremen,Q1209,Free Hanseatic City of Bremen,100.0
boyd,Q234074,Pattie Boyd,100.0
china,Q148,People's Republic of China,100.0
christianity,Q5043,Christianity,100.0
box,Q3975,computer case,100.0
the newport jazz festival,Q577042,Newport Jazz Festival,91.0
do--,Q21102966,Enterococcus faecium DO,100.0
do--,Q21102966,Enterococcus faecium DO,100.0
dizzy gillespie,Q49575,Dizzy Gillespie,100.0
district 12,Q3489508,Bieżanów-Prokocim,100.0
district 12,Q3489508,Bieżanów-Prokocim,100.0
dick hyman,Q1209703,Dick Hyman,100.0
denver,Q16554,Denver,100.0
denmark,Q35,Denmark,100.0
democrat,Q29552,Democratic Party,100.0
david,Q31579,David di Donatello,100.0
dave brubeck,Q108597,Dave Brubeck,100.0
the new york yankees,Q5870090,history of the New York Yankees,78.0
the newport jazz festival,Q577042,Newport Jazz Festival,91.0
d.c.,Q61,"Washington, D.C.",100.0
christopher edley,Q63616478,Christopher F Edley,94.0
cuba,Q241,Cuba,100.0
the office of health,Q30274424,The Office Of Health Economics,80.0
the philadelphia boys club,Q28206842,Boys & Girls Clubs of Philadelphia,76.0
connecticut,Q779,Connecticut,100.0
the queen of sheba,Q133972,The Queen of Sheba,100.0
the revolutionary war,Q40949,American Revolutionary War,89.0
clifford alexander,Q1101295,"Clifford Alexander, Jr.",100.0
cleopatra,Q635,Cleopatra,100.0
cleopatra,Q635,Cleopatra,100.0
claude mckay,Q1096967,Claude McKay,100.0
the schomburg center,Q95756275,The Schomburg Center for Research in Black Culture,57.0
the schomburg center,Q95756275,The Schomburg Center for Research in Black Culture,57.0
the schomburg center for research in black culture,Q95756275,The Schomburg Center for Research in Black Culture,100.0
box,Q3975,computer case,100.0
bobby hackett,Q578302,Bobby Hackett,100.0
the national league,Q58915,National League South,90.0
west african,Q99764696,West Africans,96.0
arthur rubinstein,Q183182,Arthur Rubinstein,100.0
arthur rubinstein,Q183182,Arthur Rubinstein,100.0
arthur mitchell,Q935160,Arthur Mitchell,100.0
arthur mitchell,Q935160,Arthur Mitchell,100.0
art tatum,Q109053,Art Tatum,100.0
w. e. b. du bois,Q158060,W.E.B. Du Bois,100.0
aretha,Q2085715,Aretha,100.0
arawak,Q117244,Arawak peoples,100.0
andrew henderson,Q2846631,Andrew Henderson,100.0
waterloo village,Q7974297,Waterloo Village,100.0
amsterdam news,Q1140177,Amsterdam News,100.0
webster avenue,Q7978887,Webster Avenue,100.0
west 145th street,Q61876267,Fountain Head,20.0
west 57th street,Q2023928,One57,89.0
west coast,Q12606,West Coast of the United States,100.0
virginia capers,Q1984585,Virginia Capers,100.0
alan,Q294833,Alan,100.0
afro,Q385967,African diaspora,100.0
african-american,Q49085,African Americans,100.0
academicians,Q19404146,Royal Academicians,80.0
willis reed,Q380515,Willis Reed,100.0
wnbc radio,Q7953249,WNBC,71.0
woodie king,Q8032772,"Woodie King, Jr.",100.0
world war two,Q362,World War II,100.0
149th street,Q4549918,149th Street,100.0
149th street,Q4549918,149th Street,100.0
137th street,Q97213038,137th Street,100.0
135th street,Q1922437,135th Street,100.0
ywca,Q643370,World YWCA,100.0
virginia capers,Q1984585,Virginia Capers,100.0
attica,Q122443,Attica,100.0
time on the cross,Q7805419,Time on the Cross: The Economics of American Negro Slavery,100.0
bliss,Q2368,Bliss,100.0
bliss,Q2368,Bliss,100.0
"black, brown and beige",Q879944,"Black, Brown and Beige",100.0
black theater,Q201946,black box theater,87.0
tom,Q51386,Tom Friendly,100.0
black patty,Q60761170,Patty Cake,76.0
tom o'horgan,Q1807505,Tom O'Horgan,100.0
black journal,Q2905388,Black Journal,100.0
trenton,Q25330,Trenton,100.0
bill alston,Q21460472,Bill Alston,100.0
two centuries of black american art,Q18749250,Two Centuries of Black American Art,100.0
two centuries of black american art,Q18749250,Two Centuries of Black American Art,100.0
benny,Q148732,Jack Benny,100.0
ben webster,Q438460,Ben Webster,100.0
attica,Q122443,Attica,100.0
bear bryant,Q278804,Bear Bryant,100.0
bear bryant,Q278804,Bear Bryant,100.0
basil,Q38859,basil,100.0
basie,Q107008,Count Basie,100.0
baraka,Q354783,Amiri Baraka,100.0
urban affairs,Q104777744,urban affairs,100.0
baltimore,Q5092,Baltimore,100.0
us,Q30,United States of America,100.0
valerie maynard,Q7911308,Valerie Maynard,100.0
b.a.,Q1765120,Bachelor of Arts,100.0
vatican,Q237,Vatican City,100.0
vernon jordan,Q3555993,Vernon Jordan,100.0
autherine lucy,Q4825897,Autherine Lucy,100.0
phd,Q752297,Doctor of Philosophy,100.0
the just above midtown gallery,Q55566681,Just Above Midtown,93.0
the left bank,Q1424124,The Left Banke,96.0
duncanson,Q827343,Albert Duncanson,100.0
eubie blake,Q919632,Eubie Blake,100.0
duncanson,Q827343,Albert Duncanson,100.0
florida,Q812,Florida,100.0
dutch,Q7411,Dutch,100.0
eastland,Q156270,Eastland County,100.0
the lily foundation,Q45133962,Th. Maigaards Eftf. Fru Lily Benthine Lunds Fond af 1.6. 1978,51.0
eastman kodak,Q486269,Eastman Kodak,100.0
florence mills,Q543182,Florence Mills,100.0
edward albee,Q219420,Edward Albee,100.0
essence,Q190995,essence,100.0
eastland,Q156270,Eastland County,100.0
ed koch,Q467122,Ed Koch,100.0
dunbar,Q152026,3718 Dunbar,100.0
the just above midtown gallery,Q55566681,Just Above Midtown,93.0
florence mills,Q543182,Florence Mills,100.0
the los angeles county museum,Q1641836,Los Angeles County Museum of Art,93.0
duke ellington's,Q4030,Duke Ellington,93.0
eugene,Q171224,Eugene,100.0
eugene genovese's,Q42022690,"Expression of the chemokine receptors CCR4, CCR5, and CXCR3 by human tissue-infiltrating lymphocytes",21.0
et cetera,Q845653,et cetera,100.0
the industrial revolution,Q42191444,The Industrial Revolution,100.0
rolls royce,Q234803,Rolls-Royce Motor Cars,100.0
urayoán,Q7899811,Urayoán,100.0
uncle roy,Q17143749,Uncle Roy All Around You,55.0
uptown,Q986247,Chapada dos Guimarães,100.0
university of massachusetts,Q1061122,University of Massachusetts,100.0
university of alabama,Q492318,University of Alabama,100.0
royal garden blues,Q11350147,Royal Garden Blues,100.0
roscoe brown jr.,Q7367496,Roscoe Brown,100.0
united ways,Q29487505,United Way affiliate,100.0
"romare, bearden",Q1291679,Romare Bearden,100.0
uncle tom,Q2035679,Uncle Tom,100.0
royal box,Q3891694,royal box,100.0
roseland,Q1082801,Roseland,100.0
rose murphy,Q434445,Rose Murphy,100.0
roscoe c brown,Q7367496,Roscoe Brown,100.0
romi,Q8060,Romani,100.0
the east river players,Q100915504,Belton Rivers,46.0
united nations,Q1065,United Nations,100.0
the ibm corporation,Q37156,IBM,88.0
uncle,Q76557,uncle,100.0
umh,Q24676,Miguel Hernández University of Elche,100.0
the human resources administration,Q7013228,New York City Human Resources Administration,79.0
the eastern seaboard,Q4268,East Coast of the United States,89.0
urban services,Q10388221,CP Urbanos,90.0
roll morton,Q317128,Jelly Roll Morton,79.0
the eastern star,Q2739646,Order of the Eastern Star,86.0
rochester avenue,Q16894403,Lyell Avenue (RIRTR station),48.0
the employment service division,Q88554525,Rehabilitation technology services and employment outcomes among consumers using division of rehabilitation services,41.0
the hub,Q100,Boston,100.0
roberto clemente,Q684020,Roberto Clemente,100.0
roberta flack,Q231484,Roberta Flack,100.0
vesey,Q21493522,Vesey,100.0
robert patrick,Q272977,Robert Patrick,100.0
the episcopal mission society,Q4744754,American Protestant Episcopal Mission,67.0
vic miles,Q65144919,Nine Mile Suite,50.0
victor hernández cruz,Q7925991,Victor Hernández Cruz,100.0
robert earl,Q7343923,Robert Earl,100.0
vietnam,Q881,Vietnam,100.0
vincent smith,Q2526510,Vincent Arthur Smith,100.0
vinnette carroll,Q7932632,Vinnette Justine Carroll,80.0
rockaways,Q62569,Rockaway,100.0
venezuela,Q18,South America,100.0
vaudeville,Q186286,vaudeville,100.0
russ thompson,Q6499614,Lauran Paine,100.0
roho,Q193291,spirit,100.0
roger starr,Q9311776,Roger Starr,100.0
roger star,Q9311776,Roger Starr,95.0
roger glenn,Q99685546,Roger Glenn,100.0
the editorial board of the times,Q87193782,New York Times Editorial Board,82.0
usa,Q30,United States of America,100.0
valerie,Q238832,The Hogan Family,100.0
the elections commission,Q2459712,Commission on Elections,89.0
van cortlandt park,Q2915656,Van Cortlandt Park,100.0
rudy garcia,Q7377607,Rudy Garcia,100.0
the institute of afro,Q2371189,Afro-Arab Cultural Institute,57.0
russia,Q159,Russia,100.0
the institute for afro-american,Q7945473,W. E. B. Du Bois Research Institute,77.0
scott,Q79025,Walter Scott,100.0
the department of employment's,Q19080232,Department of Employment v. United States,83.0
title 1 of the elementary and secondary education act,Q59597366,"Impact Aid, Title VIII of the Elementary and Secondary Education Act: A Primer",81.0
scotch,Q14549,Scots,100.0
title 7,Q783521,title,83.0
"schomburg,���in",Q1682199,Jan Schomburg,88.0
title ix,Q3133007,Title IX,100.0
schomburg center for research in black culture of the new york public library,Q1060566,Schomburg Center for Research in Black Culture,75.0
the international theater festival,Q42402171,MESS: International Theater Festival,93.0
title vi,Q81001398,Title VI,100.0
tokyo,Q1490,Tokyo,100.0
the department of parks,Q78549965,flag of the New York City Department of Parks and Recreation,82.0
schomberg,Q539029,Schömberg,100.0
the department of parks and recreation,Q7101287,Oregon Parks and Recreation Department,94.0
second world war,Q362,World War II,100.0
title 1,Q69840102,Title 19,93.0
times square,Q11259,Times Square,100.0
thought--i'm,Q9420,thinking,78.0
the department of agriculture,Q81128882,THE DEPARTMENT OF AGRICULTURE,100.0
shirley chisholm,Q239657,Shirley Chisholm,100.0
the department of commerce,Q503577,United States Department of Commerce,92.0
thompson,Q82330,Brian Thompson,100.0
sharon bell,Q24045555,Sharon Belle,96.0
shakespeare festival,Q7462837,Shakespeare festival,100.0
thurgood marshall,Q312348,Thurgood Marshall,100.0
serbo-croatian,Q9301,Serbo-Croatian,100.0
tidewater virginia,Q7800869,Tidewater,100.0
till we meet again,Q3563388,Till We Meet Again,100.0
shaft,Q309383,shaft,100.0
time,Q11471,time,100.0
series,Q170198,series,100.0
the joint center for political studies,Q6269123,Joint Center for Political and Economic Studies,80.0
the joffrey ballet,Q3180342,Joffrey Ballet,88.0
tom bradley,Q1133864,Tom Bradley,100.0
tom lloyd,Q7816607,Tom Lloyd,100.0
sardauna,Q7423783,Sardauna,100.0
tuskegee institute,Q1682329,Tuskegee University,100.0
triple a,Q280732,AAA,100.0
s.k. gallery,Q12032899,Leica Gallery Prague,67.0
tschaikowsky,Q7315,Pyotr Ilyich Tchaikovsky,100.0
tt,Q754,Trinidad and Tobago,100.0
tu s��be,Q67484854,S. Tu,80.0
turner,Q131814,Tina Turner,100.0
ruth anne stewart,Q51058669,Discovery of diarylurea P2Y(1) antagonists with improved aqueous solubility.,32.0
the drawing board,Q15766944,Australian Review of Public Affairs,100.0
twelfth night,Q221211,Twelfth Night,100.0
the institute of afro american,Q7945473,W. E. B. Du Bois Research Institute,68.0
riverbank,Q1011120,Riverbank,100.0
u.s.,Q30,United States of America,100.0
udc,Q47781,Union of the Centre,100.0
the institute for american affairs,Q470412,German Institute for Global and Area Studies,78.0
triangle,Q19821,triangle,100.0
treemonisha,Q775812,Treemonisha,100.0
sar levitan,Q54642701,The Quest for a Federal Manpower Partnership,22.0
tom paine,Q126462,Thomas Paine,100.0
san juan,Q12867,San Juan,100.0
san francisco,Q62,San Francisco,100.0
san antonio,Q975,San Antonio,100.0
the dominican republic,Q14234690,Southern Dominican Republic,90.0
tom watson,Q263802,Tom Watson,100.0
traveling man,Q48741036,Traveling Man,100.0
tommy dorsey,Q313529,Tommy Dorsey,100.0
salvini,Q719180,Tommaso Salvini,100.0
tony,Q111211,Tony,100.0
topeka kansas board of education,Q7824816,Topeka Public Schools,88.0
saks,Q1202,Saxony,100.0
toussaint louverture,Q205783,Toussaint Louverture,100.0
sahel,Q66065,Sahel,100.0
the equal employment act,Q96377340,Equal Employment Opportunity Act of 1972,69.0
the ethical cultural society,Q47135170,"Genomics and society—Ethical, Legal, Cultural and Socioeconomic Implication.",51.0
willie laniers,Q969357,Willie Lanier,96.0
prince hall masons,Q16238196,Prince Hall Freemasonry,85.0
willie mays,Q561852,Willie Mays,100.0
prince,Q7542,Prince,100.0
prestige,Q46551,The Prestige,100.0
prince street,Q2027571,Prince Street,100.0
preservation hall,Q502333,Preservation Hall,100.0
wilt chamberlain,Q182455,Wilt Chamberlain,100.0
prayer for peace,Q45709,Prayer of Saint Francis,100.0
pratt institute,Q1204714,Pratt Institute,100.0
praetorians,Q2052448,Praetorians,100.0
wins,Q905324,Windows Internet Name Service,100.0
winthrop jordan,Q8026574,Winthrop Jordan,100.0
willie,Q324430,Groundskeeper Willie,100.0
wiz,Q428158,The Wiz,100.0
wiley branton,Q63409947,Wiley Austin Branton,79.0
white plains,Q462177,White Plains,100.0
white plains n.y.,Q51412895,"The Rose Farm White Plains, N.Y",70.0
public works employment act,Q7228771,Poor Employment Act 1817,74.0
psychiatric institute,Q7694892,Tehran Psychiatric Institute,86.0
protestants,Q23540,Protestantism,100.0
whitney,Q153690,4346 Whitney,100.0
will chamberlain,Q182455,Wilt Chamberlain,94.0
princeton university,Q21578,Princeton University,100.0
the freedmen bureau,Q19087710,The Freedmen's Bureau,95.0
prospect park,Q1049632,Prospect Park,100.0
william shakespeare,Q692,William Shakespeare,100.0
william shakespeare's,Q17194246,William Shakespeare,95.0
william sloane,Q511155,William Milligan Sloane,100.0
project apex,Q100352251,APEX Global Loan project,67.0
post,Q49845,mail,100.0
portugal,Q45,Portugal,100.0
vis-a-vis,Q72200,Loveseat,100.0
phillip morris,Q445007,Altria,100.0
you're-,Q3572721,You're Next,71.0
youngster,Q83545112,Dahlia 'Youngster',100.0
picasso or matisse,Q3851892,Matisse-Picasso,91.0
the fund for 1975,Q100160777,Air Travel Reserve Fund Act 1975,57.0
youth enrichment services,Q22073929,Youth Enrichment Services,100.0
the gateway national park,Q45234,Gateway Arch National Park,82.0
picturesque,Q1627825,picturesque,100.0
the harlem artists guild,Q25040725,Harlem Artists Guild,91.0
philharmonic,Q29498973,The Philharmonic,100.0
philadelphia international,Q31839,Philadelphia International Records,100.0
yukiyu,Q9097353,Yúcahu,100.0
yvonne ryder,Q40045308,Albumin Prevents Infections in Patients with Chronic Liver Failure in a Single-arm Feasibility Trial.,16.0
zen,Q7953,Zen,100.0
picassos,Q5593,Pablo Picasso,93.0
yoruba,Q34311,Yoruba,100.0
wlib,Q7952248,WLIB,100.0
wnbc tv,Q2731065,WNBC,100.0
portland,Q6106,Portland,100.0
portier,Q179789,goalkeeper,100.0
porgy,Q239590,Sparidae,100.0
police blotter,Q66299535,Military Police Blotters (NAID 12006395),54.0
pilgrim,Q510332,Pilgrim,100.0
playhouse,Q24354,theatre,100.0
world wars,Q30060940,World Wars,100.0
writers workshop,Q8038510,Writers Workshop,100.0
pitt street,Q4982428,Pitt Street,100.0
yeh,Q709443,Ye,100.0
york college,Q8055402,York College,100.0
white over black,Q20814456,Black and White and Dead All Over,65.0
white father,Q278165,White Fathers,96.0
when that i was,Q7992587,When I Was Mortal,81.0
recreation,Q184872,recreation,100.0
"voices, inc.",Q7108625,"Other Voices, Inc.",77.0
voorhees university,Q102276730,Robert Voorhees Gill,67.0
republic,Q7270,republic,100.0
repertory company,Q5121424,Circle Repertory Company,83.0
renzo zingone,Q28648180,The ocean sampling day consortium,35.0
remus,Q1242632,Remus,100.0
red buttons,Q313198,Red Buttons,100.0
republicans,Q29468,Republican Party,100.0
vox humana,Q913622,The Human Voice,100.0
w nbc,Q641676,Naturalis Biodiversity Center,75.0
the far west,Q51427083,Life in the far West,75.0
wagnerian,Q47469478,Wagnerian,100.0
walker,Q215868,Alice Walker,100.0
the food stamp alert,Q88993576,New Perspectives in Rheumatology: Implications of the Cardiovascular Safety of Febuxostat and Allopurinol in Patients With Gout and Cardiovascular Morbidities Trial and the Associated Food and Drug Administration Public Safety Alert,15.0
republican,Q29468,Republican Party,100.0
rhode island,Q1387,Rhode Island,100.0
puerto rican city,Q7258598,Puerto Rican Day Parade,70.0
richard nixon,Q9588,Richard Nixon,100.0
visions,Q605854,Visions,100.0
riis park,Q7333933,Riis Park,100.0
riis beach,Q2566470,Riikka Lehtonen,50.0
shirley knight,Q238884,Shirley Knight,100.0
richard wright's,Q15090031,Richard S. Wright,100.0
richard wesley,Q7329896,Richard Wesley,100.0
richard hunt,Q561809,Richard Hunt,100.0
rhodesia,Q954,Zimbabwe,100.0
richard hatch,Q551568,Richard Hatch,100.0
richard burton,Q125057,Richard Francis Burton,100.0
the higher education act,Q91978065,The Swedish Higher Education Act,86.0
richard,Q82222,Little Richard,100.0
rich?--but,Q318339,Buddy Rich,78.0
vivian browne,Q20715407,Vivian E. Browne,100.0
voice of america,Q228389,Voice of America,100.0
walt frazier,Q348696,Walt Frazier,100.0
walter kerr,Q6680006,Lord Walter Kerr,100.0
washington d.c.,Q61,"Washington, D.C.",100.0
west 56th,Q3990737,"Thomas West, 9th Baron De La Warr",70.0
west 57th,Q7984224,West 57th,100.0
west africa,Q4412,West Africa,100.0
the frederick douglass fourth of july,Q19067653,What to the Slave Is the Fourth of July?,53.0
west germany,Q713750,West Germany,100.0
west side,Q500601,West Side,100.0
the hasty heart,Q1521238,The Hasty Heart,100.0
west virginia,Q1371,West Virginia,100.0
queen,Q116,monarch,100.0
puritan,Q137073,Puritanism,100.0
west virginia state college,Q7235085,Potomac State College of West Virginia University,71.0
westchester,Q54066,Westchester County,100.0
western european,Q935289,ISO/IEC 8859-1,100.0
western reserve,Q1126227,Connecticut Western Reserve,100.0
queens college,Q765642,Queens' College,100.0
quest,Q653150,Quest,100.0
west 56,Q26526419,"56, West End",78.0
the founding fathers,Q40833661,The founding fathers.,100.0
ray marshall,Q475289,Ray Marshall,100.0
ray barretto's,Q740099,Ray Barretto,92.0
rastafari,Q101462,Rastafari movement,100.0
randy peyton,Q7179630,Peyton R. Helm,64.0
the ford-nixon administration,Q59496989,Memoranda of Conversations (Nixon and Ford Administrations) (NAID 600233),53.0
randall island,Q1198892,Randalls Island,100.0
ramsey clark,Q708795,Ramsey Clark,100.0
rampart street,Q692231,Rampart Street,100.0
wayne embry,Q2564695,Wayne Embry,100.0
peter o'brien,Q522724,Peter O'Brien,100.0
we were there,Q891236,We Were There,100.0
raisin,Q13186,raisin,100.0
the ford-nixon administration's,Q59494893,Brent Scowcroft Daily Work Files (Nixon and Ford Administrations) (NAID 646872),53.0
weldon johnson,Q81574676,Weldon T. Johnson,100.0
welfare council,Q55638262,Zonal Welfare Council,83.0
thomas matthew,Q6790745,Matthew James Thomas,100.0
the party by--,Q622441,Liberal Party,76.0
the association for the study of afro-american life,Q2867694,Association for the Study of African American Life and History,85.0
the assistant curator,Q42308474,assistant keeper,89.0
the park and recreation department,Q7101287,Oregon Parks and Recreation Department,93.0
the park department,Q1894232,New York City Department of Parks and Recreation,71.0
the art students league,Q705737,Art Students League of New York,90.0
the party,Q177203,La Boum,100.0
the apollo theater,Q4780361,Apollo Theatre,94.0
the parents association,Q706242,Parent-Teacher Association,90.0
the ancestral stream,Q19894517,Musa: Ancestral Streams,76.0
the college board examination,Q1109023,College Board,79.0
the long island historical society,Q4974851,Center for Brooklyn History,94.0
the philip morris inc.,Q445007,Altria,76.0
the planning board,Q68250944,planning commission,88.0
the american dental association,Q79220388,The American Dental Association,100.0
the p.a.c.e. center,Q5006409,C. E. Gaines Center,69.0
the president's commission,Q73107851,REPORT of the President's Commission,84.0
the black community--,Q34769205,Medicine in the black community.,76.0
the black movement,Q4921922,Black Student Movement,85.0
the npc party,Q577458,Socialist Party of the Balearic Islands,42.0
the black family,Q7718311,The Black Family,100.0
the black emergency cultural coalition,Q28937076,Black Emergency Cultural Coalition,94.0
the black dispatch,Q65121972,The Black Dispatch,100.0
the black congressional caucus,Q2015366,Congressional Black Caucus,93.0
the black church,Q4922295,Black church,86.0
the bedford stuyvesant restoration corporation,Q28228957,Bedford Stuyvesant Restoration Corporation,95.0
the black belt,Q24718764,The Black Belt,100.0
the office of cultural affairs,Q65966972,Cultural Affairs Office of the Government of Åland,75.0
the lord says,Q63894712,Lord Sayes,78.0
the old reliable,Q321007,RMS Olympic,100.0
the opera orchestra,Q24083750,Peking opera orchestra,83.0
the bedford-stuyvesant restoration corporation,Q28228957,Bedford Stuyvesant Restoration Corporation,95.0
the pony express,Q7757725,The Pony Express,100.0
show business,Q625568,show business,100.0
the ron o'neal,Q2165507,Ron O'Neal,83.0
the river niger,Q3989042,The River Niger,100.0
the robert wood johnson foundation,Q69596302,The Robert Wood Johnson Foundation,100.0
the rock bay dancers,Q6383128,Keep On Dancing,43.0
the community affairs department,Q87488976,Georgia Department of Community Affairs,85.0
the rockefeller fellowship,Q93883818,Rockefeller Travelling Fellowships,83.0
the community cooperation,Q82188821,On community cooperation for health,80.0
the community council,Q3403338,community council,89.0
the roots rink,Q90836827,"Anatomic conditions for bypass surgery between rostral (T7-T9) and caudal (L2, L4, S1) ventral roots to treat paralysis after spinal cord injury",16.0
the college of dentistry,Q91482146,The New York College of Dentistry,84.0
terran,Q509037,terrane,100.0
tennessee,Q1509,Tennessee,100.0
the sardauna of sokoto,Q7423782,Sardauna of Sokoto,90.0
the life and times of nigeria's,Q29540820,African Revolutionary: The Life and Times of Nigeria's Aminu Kano,65.0
the scarlet letter,Q384408,The Scarlet Letter,100.0
teddy,Q33866,Theodore Roosevelt,100.0
the schiller theater,Q32487,Schiller Theater,89.0
texaco,Q319642,Chevron Corporation,100.0
thad jones,Q539883,Thad Jones,100.0
the president's council,Q7758069,The President's Council on Bioethics,78.0
the afro-american artist,Q6971389,National Center of Afro-American Artists,72.0
the africana research center,Q5171498,Cornell Africana Studies and Research Center,75.0
the president's council on physical fitness,Q7241146,"President's Council on Fitness, Sports, and Nutrition",95.0
the african grove theater,Q4689776,African Grove,87.0
the african functional theatre,Q91843075,Surgical resources in South Africa: a review of the number of functional operating theatres,48.0
the african civilization society,Q25039474,African Civilization Society,93.0
thad lewis,Q2364738,Thaddeus Lewis,83.0
the acts of art gallery,Q93361249,Acts of Art,65.0
the public service employment program,Q64468208,Records Relating to Public Service Employment and Manpower Development Programs (NAID 7873877),54.0
that?well,Q216523,Motherwell F.C.,82.0
the real me,Q3522444,The Real Me,100.0
the republican party,Q216517,Fianna Fáil,100.0
the black nationalist movement,Q3428564,Revolutionary Action Movement,58.0
the national register of historic places,Q3719,National Register of Historic Places,95.0
the national organization,Q1967556,National Organization for Women,84.0
the national archives,Q392703,The National Archives,100.0
the brooklyn house of detention,Q20656776,Brooklyn Detention Complex,93.0
the brooklyn eagle,Q4974820,Brooklyn Eagle,100.0
the brooklyn children's museum,Q60258095,The Children's Museum in Brooklyn,95.0
the brookdale dental center,Q69177876,Brookdale Dental Center of New York University,68.0
the national register,Q60086400,The National Register,100.0
the bronx zoological gardens,Q739792,Bronx Zoo,92.0
the national trust for historic preservation,Q1967792,National Trust for Historic Preservation,95.0
