entity,entity_type,frequency,doc_id
pal,ORG,28,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG9-8_ref4328']"
americans,NORP,26,"['RG_9_8_56', 'RG_9_8_69', 'RG_9_8_106', 'RG_9_8_204', 'RG_9_8_207', 'RG_9_8_133', 'RG_9_8_59', 'RG_9_8_58', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_121', 'RG_9_8_98', 'RG_9_8_98']"
nbc,ORG,26,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_40', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_207', 'RG9_8_100', 'RG9_8_100', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_59', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG_9_8_67']"
nigeria,GPE,25,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
roscoe c. brown,PERSON,25,"['RG_9_8_110', 'RG_9_8_42', 'RG_9_8_42', 'RG9-8_ref4329', 'RG_9_8_94', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_55', 'RG_9_8_106', 'RG_9_8_199', 'RG_9_8_199', 'RG9_8_100', 'RG_9_8_192', 'RG_9_8_187', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_39', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_59', 'RG_9_8_134', 'RG_9_8_134', 'RG9-8_ref4330', 'RG_9_8_98', 'RG_9_8_98']"
south,LOC,23,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_144', 'RG_9_8_182', 'RG_9_8_209', 'RG_9_8_209']"
boys club,ORG,22,"['RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
masons,WORK_OF_ART,21,['RG_9_8_144']
masons,PERSON,21,"['RG_9_8_144', 'RG_9_8_144']"
masons,ORG,21,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
europe,LOC,20,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_208', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_133', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_70', 'RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98']"
british,NORP,20,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
carter,PERSON,17,"['RG_9_8_115', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG9_8_100']"
the parks department,ORG,17,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328']"
hispanics,NORP,16,"['RG_9_8_82', 'RG_9_8_55', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_52', 'RG_9_8_52', 'RG9_8_100', 'RG9_8_100', 'RG_9_8_185', 'RG_9_8_182', 'RG_9_8_39', 'RG_9_8_39']"
terry,ORG,16,['RG_9_8_196']
terry,PERSON,16,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
italian,NORP,16,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_97', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_118', 'RG_9_8_58', 'RG9-8_ref4330']"
the boys clubs of america,ORG,15,"['RG9-8_ref4328', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
puerto rico,GPE,15,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_26']"
new orleans,GPE,14,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_186', 'RG_9_8_208', 'RG9-8_ref4330']"
the boys club,ORG,14,"['RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
capital formation,ORG,13,"['RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185']"
newport,GPE,13,['RG_9_8_106']
the wnbc public affairs department,ORG,13,"['RG_9_8_42', 'RG_9_8_111', 'RG_9_8_97', 'RG_9_8_101', 'RG_9_8_199', 'RG_9_8_207', 'RG_9_8_201', 'RG_9_8_187', 'RG_9_8_209', 'RG_9_8_208', 'RG_9_8_132', 'RG_9_8_59', 'RG_9_8_58']"
macbeth,WORK_OF_ART,13,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
macbeth,PERSON,13,"['RG_9_8_58', 'RG_9_8_58', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
washington,GPE,13,"['RG_9_8_111', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_52', 'RG_9_8_204', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_144', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_118', 'RG_9_8_133', 'RG9-8_ref4330']"
atlanta,GPE,13,"['RG_9_8_42', 'RG_9_8_56', 'RG_9_8_43', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_132', 'RG9-8_ref4330']"
newport,ORG,13,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
macbeth,GPE,13,['RG_9_8_58']
chicago,GPE,13,"['RG_9_8_43', 'RG_9_8_94', 'RG_9_8_111', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207', 'RG_9_8_186', 'RG_9_8_196', 'RG_9_8_208', 'RG_9_8_89']"
jr.,GPE,13,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_106', 'RG_9_8_199', 'RG_9_8_192', 'RG_9_8_39', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_118', 'RG_9_8_59', 'RG_9_8_134', 'RG_9_8_134', 'RG9-8_ref4330']"
solomon,PERSON,12,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
the harlem opera society,ORG,12,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
western,NORP,12,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_186', 'RG_9_8_118', 'RG_9_8_118']"
black america,LOC,12,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG9_8_100', 'RG9_8_100', 'RG_9_8_133']"
mississippi,GPE,11,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_148', 'RG_9_8_148', 'RG_9_8_182', 'RG_9_8_209', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG_9_8_121', 'RG_9_8_121']"
city college,ORG,11,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155']"
vy higginsen,PERSON,11,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_196', 'RG_9_8_196']"
the black theatre alliance,ORG,11,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
detroit,GPE,11,"['RG9-8_ref4329', 'RG_9_8_111', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_209', 'RG_9_8_209']"
philip morris,ORG,11,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
mississippi,LOC,11,['RG9-8_ref4330']
mark,PERSON,10,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
eric foner,PERSON,10,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
caribbean,LOC,10,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_78', 'RG_9_8_115', 'RG_9_8_182', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_155']"
los angeles,GPE,10,"['RG_9_8_42', 'RG_9_8_56', 'RG_9_8_111', 'RG_9_8_204', 'RG_9_8_186', 'RG_9_8_155', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_132']"
eric perkins,PERSON,10,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
barbara montgomery,PERSON,10,"['RG_9_8_58', 'RG_9_8_58', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
long island,LOC,10,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_182', 'RG_9_8_121']"
long island,GPE,10,"['RG9_8_100', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
the national artists coalition,ORG,10,"['RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192']"
new jersey,GPE,10,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56', 'RG_9_8_94', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_52', 'RG_9_8_182', 'RG_9_8_209', 'RG_9_8_209']"
lady macbeth,PERSON,10,"['RG_9_8_58', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
central park,LOC,10,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG_9_8_43', 'RG_9_8_97', 'RG_9_8_98']"
caribbean,NORP,10,['RG9-8_ref4328']
kathleen,PERSON,10,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
john,PERSON,10,"['RG_9_8_56', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
bedford-stuyvesant,ORG,9,"['RG_9_8_132', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
soho,NORP,9,"['RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118']"
soho,LOC,9,"['RG_9_8_118', 'RG_9_8_118']"
125th street,FAC,9,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_43', 'RG_9_8_111', 'RG_9_8_185', 'RG_9_8_187', 'RG_9_8_209']"
shakespeare,PERSON,9,"['RG_9_8_207', 'RG_9_8_155', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
junior,GPE,9,"['RG_9_8_110', 'RG_9_8_42', 'RG9-8_ref4329', 'RG_9_8_94', 'RG_9_8_55', 'RG_9_8_55', 'RG9_8_100', 'RG_9_8_98', 'RG_9_8_98']"
black american,NORP,9,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
duke ellington,PERSON,9,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_98']"
duke ellington,ORG,9,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
congress,ORG,9,"['RG9-8_ref4329', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_209', 'RG_9_8_89', 'RG_9_8_59', 'RG9-8_ref4330']"
the new york times,ORG,9,"['RG_9_8_40', 'RG_9_8_40', 'RG_9_8_101', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_125', 'RG_9_8_98']"
bedford-stuyvesant,WORK_OF_ART,9,['RG_9_8_70']
benny goodman,PERSON,8,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207', 'RG_9_8_208', 'RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98']"
the king george grand lodge,ORG,8,['RG_9_8_144']
robert earl jones,PERSON,8,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
new yorkers,NORP,8,"['RG9-8_ref4329', 'RG_9_8_97', 'RG_9_8_106', 'RG_9_8_78', 'RG_9_8_26', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
newark,GPE,8,"['RG_9_8_56', 'RG_9_8_52', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']"
french,LANGUAGE,8,['RG_9_8_58']
the king george grand lodge,FAC,8,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
the king george grand lodge,GPE,8,['RG_9_8_144']
french,NORP,8,"['RG_9_8_42', 'RG_9_8_132', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
the king george grand lodge,PERSON,8,['RG_9_8_144']
unique ny,WORK_OF_ART,8,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78']"
new york state,GPE,8,"['RG_9_8_52', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_155', 'RG_9_8_118']"
watergate,EVENT,8,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_133']"
harlem opera,ORG,8,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
newark,PERSON,8,['RG_9_8_209']
jesus,PERSON,8,"['RG_9_8_97', 'RG_9_8_97', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
harlem opera,LOC,8,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
unique ny,ORG,8,['RG_9_8_78']
roscoe brown,PERSON,8,"['RG_9_8_56', 'RG9-8_ref4328', 'RG9-8_ref4329', 'RG_9_8_78', 'RG_9_8_204', 'RG9_8_100', 'RG_9_8_26', 'RG9-8_ref4330']"
the harlem renaissance,ORG,7,"['RG_9_8_42', 'RG_9_8_111', 'RG_9_8_125', 'RG_9_8_134']"
the harlem renaissance,LOC,7,"['RG_9_8_42', 'RG_9_8_111', 'RG_9_8_125']"
bible,PERSON,7,"['RG_9_8_111', 'RG_9_8_111']"
michigan,GPE,7,"['RG9-8_ref4329', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82', 'RG_9_8_52', 'RG_9_8_204']"
langston hughes,PERSON,7,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG_9_8_121', 'RG_9_8_121']"
bible,WORK_OF_ART,7,"['RG_9_8_115', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
indian,NORP,7,"['RG_9_8_97', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_186', 'RG_9_8_118', 'RG_9_8_132']"
ellen stewart,PERSON,7,"['RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG9-8_ref4324', 'RG9-8_ref4324']"
gary,GPE,7,['RG_9_8_209']
the council against poverty,ORG,7,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
connie ford,PERSON,7,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110']"
howard,PERSON,7,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_70']"
earth,LOC,7,"['RG_9_8_182', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_118', 'RG_9_8_118']"
the civil war,EVENT,7,"['RG_9_8_111', 'RG_9_8_192', 'RG_9_8_133', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_67', 'RG_9_8_67']"
ebony,PRODUCT,7,['RG_9_8_78']
ebony,WORK_OF_ART,7,['RG_9_8_78']
kansas city,GPE,7,"['RG_9_8_204', 'RG_9_8_186', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
gary,PERSON,7,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']"
german,PERSON,7,['RG_9_8_69']
german,NORP,7,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_97', 'RG_9_8_182']"
linda bryant,PERSON,7,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_192']"
engerman,PERSON,7,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
england,GPE,7,"['RG_9_8_69', 'RG_9_8_115', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_67']"
general foods,ORG,7,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']"
ebony,ORG,7,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
california,GPE,7,"['RG_9_8_56', 'RG_9_8_52', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_59']"
othello,PERSON,7,"['RG9-8_ref4330', 'RG9-8_ref4330']"
negro,GPE,7,"['RG_9_8_118', 'RG9-8_ref4330', 'RG_9_8_121']"
negro,ORG,7,"['RG_9_8_125', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG_9_8_67']"
paul robeson,PERSON,7,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
alabama,GPE,7,"['RG_9_8_111', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_132', 'RG_9_8_132']"
queens,GPE,7,"['RG_9_8_42', 'RG9-8_ref4328', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_78', 'RG9_8_100', 'RG_9_8_196']"
musa,WORK_OF_ART,7,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']"
othello,ORG,7,['RG9-8_ref4330']
paul robeson,WORK_OF_ART,7,['RG9-8_ref4330']
west,LOC,7,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_78', 'RG_9_8_186', 'RG_9_8_155', 'RG_9_8_155', 'RG_9_8_132']"
prince hall,FAC,7,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
