entity,entity_type,frequency,doc_id,match_id,match_name,match_score
china,GPE,2,"['RG_9_8_97', 'RG_9_8_118']",Q148,People's Republic of China,100.0
christianity,ORG,2,"['RG_9_8_144', 'RG_9_8_144']",Q5043,Christianity,100.0
box,PERSON,2,['RG_9_8_114'],Q3975,computer case,100.0
the newport jazz festival,ORG,2,['RG_9_8_106'],Q577042,Newport Jazz Festival,91.0
do--,PRODUCT,2,['RG_9_8_89'],Q21102966,Enterococcus faecium DO,100.0
do--,PERSON,2,['RG9-8_ref4330'],Q21102966,Enterococcus faecium DO,100.0
dizzy gillespie,PERSON,2,"['RG_9_8_106', 'RG_9_8_98']",Q49575,Dizzy Gillespie,100.0
district 12,ORG,2,['RG_9_8_207'],Q3489508,Bieżanów-Prokocim,100.0
district 12,EVENT,2,['RG_9_8_207'],Q3489508,Bieżanów-Prokocim,100.0
director of communications of capital formation corporation,ORG,2,"['RG_9_8_185', 'RG_9_8_185']",,,
dick hyman,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']",Q1209703,Dick Hyman,100.0
denver,GPE,2,"['RG_9_8_114', 'RG_9_8_207']",Q16554,Denver,100.0
denmark,GPE,2,"['RG_9_8_58', 'RG9-8_ref4330']",Q35,Denmark,100.0
democrat,NORP,2,"['RG_9_8_209', 'RG_9_8_209']",Q29552,Democratic Party,100.0
david,PERSON,2,"['RG_9_8_132', 'RG_9_8_132']",Q31579,David di Donatello,100.0
dave brubeck,PERSON,2,"['RG_9_8_98', 'RG_9_8_98']",Q108597,Dave Brubeck,100.0
the new york yankees,ORG,2,"['RG_9_8_56', 'RG_9_8_182']",Q5870090,history of the New York Yankees,78.0
the newport jazz festival,EVENT,2,['RG_9_8_106'],Q577042,Newport Jazz Festival,91.0
d.c.,GPE,2,"['RG_9_8_52', 'RG_9_8_118']",Q61,"Washington, D.C.",100.0
christopher edley,PERSON,2,"['RG_9_8_148', 'RG_9_8_148']",Q63616478,Christopher F Edley,94.0
cuba,GPE,2,"['RG_9_8_101', 'RG_9_8_101']",Q241,Cuba,100.0
the office of health,ORG,2,"['RG_9_8_52', 'RG_9_8_52']",Q30274424,The Office Of Health Economics,80.0
the philadelphia boys club,ORG,2,"['RG_9_8_26', 'RG_9_8_26']",Q28206842,Boys & Girls Clubs of Philadelphia,76.0
connecticut,GPE,2,"['RG_9_8_106', 'RG_9_8_182']",Q779,Connecticut,100.0
the pigatt galleries,FAC,2,"['RG_9_8_118', 'RG_9_8_118']",,,
the queen of sheba,GPE,2,"['RG_9_8_69', 'RG_9_8_69']",Q133972,The Queen of Sheba,100.0
the revolutionary war,EVENT,2,"['RG_9_8_144', 'RG_9_8_132']",Q40949,American Revolutionary War,89.0
clifford alexander,PERSON,2,"['RG_9_8_55', 'RG_9_8_26']",Q1101295,"Clifford Alexander, Jr.",100.0
cleopatra,WORK_OF_ART,2,['RG9-8_ref4324'],Q635,Cleopatra,100.0
cleopatra,PERSON,2,['RG_9_8_125'],Q635,Cleopatra,100.0
claude mckay,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']",Q1096967,Claude McKay,100.0
the schomburg center,FAC,2,['RG_9_8_111'],Q95756275,The Schomburg Center for Research in Black Culture,57.0
the schomburg center,ORG,2,['RG_9_8_111'],Q95756275,The Schomburg Center for Research in Black Culture,57.0
the schomburg center for research in black culture,ORG,2,"['RG_9_8_111', 'RG_9_8_111']",Q95756275,The Schomburg Center for Research in Black Culture,100.0
box,WORK_OF_ART,2,['RG_9_8_114'],Q3975,computer case,100.0
bobby hackett,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']",Q578302,Bobby Hackett,100.0
the national league,ORG,2,"['RG_9_8_55', 'RG_9_8_55']",Q58915,National League South,90.0
west african,NORP,2,"['RG_9_8_43', 'RG_9_8_67']",Q99764696,West Africans,96.0
arthur rubinstein,PERSON,2,['RG9-8_ref4330'],Q183182,Arthur Rubinstein,100.0
arthur rubinstein,ORG,2,['RG_9_8_106'],Q183182,Arthur Rubinstein,100.0
arthur mitchell,PERSON,2,['RG_9_8_114'],Q935160,Arthur Mitchell,100.0
arthur mitchell,ORG,2,['RG_9_8_187'],Q935160,Arthur Mitchell,100.0
art tatum,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']",Q109053,Art Tatum,100.0
w. e. b. du bois,PERSON,2,"['RG9-8_ref4330', 'RG_9_8_67']",Q158060,W.E.B. Du Bois,100.0
aretha,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']",Q2085715,Aretha,100.0
arawak,PERSON,2,"['RG_9_8_97', 'RG_9_8_97']",Q117244,Arawak peoples,100.0
andrew henderson,PERSON,2,"['RG_9_8_201', 'RG_9_8_201']",Q2846631,Andrew Henderson,100.0
waterloo village,FAC,2,"['RG_9_8_106', 'RG_9_8_106']",Q7974297,Waterloo Village,100.0
amsterdam news,ORG,2,"['RG_9_8_85', 'RG_9_8_85']",Q1140177,Amsterdam News,100.0
webster avenue,FAC,2,"['RG9-8_ref4329', 'RG9-8_ref4329']",Q7978887,Webster Avenue,100.0
west 145th street,LOC,2,"['RG_9_8_201', 'RG_9_8_201']",Q61876267,Fountain Head,20.0
west 57th street,LOC,2,"['RG_9_8_42', 'RG_9_8_42']",Q2023928,One57,89.0
west coast,LOC,2,"['RG_9_8_42', 'RG_9_8_89']",Q12606,West Coast of the United States,100.0
virginia capers,ORG,2,['RG_9_8_187'],Q1984585,Virginia Capers,100.0
alan,PERSON,2,"['RG_9_8_56', 'RG_9_8_133']",Q294833,Alan,100.0
afro,PERSON,2,"['RG_9_8_208', 'RG_9_8_208']",Q385967,African diaspora,100.0
african-american,NORP,2,"['RG_9_8_114', 'RG_9_8_114']",Q49085,African Americans,100.0
academicians,NORP,2,"['RG_9_8_155', 'RG_9_8_155']",Q19404146,Royal Academicians,80.0
willis reed,PERSON,2,"['RG_9_8_52', 'RG_9_8_52']",Q380515,Willis Reed,100.0
wnbc public affairs,ORG,2,"['RG_9_8_55', 'RG_9_8_148']",,,
wnbc radio,ORG,2,"['RG_9_8_148', 'RG_9_8_148']",Q7953249,WNBC,71.0
woodie king,PERSON,2,"['RG_9_8_134', 'RG_9_8_134']",Q8032772,"Woodie King, Jr.",100.0
world war two,EVENT,2,"['RG_9_8_204', 'RG_9_8_148']",Q362,World War II,100.0
149th street,LOC,2,['RG_9_8_182'],Q4549918,149th Street,100.0
149th street,FAC,2,['RG_9_8_182'],Q4549918,149th Street,100.0
137th street,FAC,2,"['RG_9_8_187', 'RG_9_8_187']",Q97213038,137th Street,100.0
135th street,FAC,2,"['RG_9_8_111', 'RG_9_8_111']",Q1922437,135th Street,100.0
ywca,ORG,2,"['RG_9_8_26', 'RG_9_8_26']",Q643370,World YWCA,100.0
virginia capers,PERSON,2,['RG_9_8_134'],Q1984585,Virginia Capers,100.0
attica,GPE,2,['RG_9_8_114'],Q122443,Attica,100.0
time on the cross,WORK_OF_ART,2,"['RG_9_8_115', 'RG_9_8_115']",Q7805419,Time on the Cross: The Economics of American Negro Slavery,100.0
umberto cintron,PERSON,2,['RG_9_8_101'],,,
bliss,NORP,2,['RG_9_8_69'],Q2368,Bliss,100.0
bliss,GPE,2,['RG_9_8_69'],Q2368,Bliss,100.0
"black, brown and beige",WORK_OF_ART,2,"['RG_9_8_106', 'RG_9_8_106']",Q879944,"Black, Brown and Beige",100.0
black theater,FAC,2,"['RG_9_8_187', 'RG_9_8_134']",Q201946,black box theater,87.0
tom,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']",Q51386,Tom Friendly,100.0
black patty,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']",Q60761170,Patty Cake,76.0
tom o'horgan,PERSON,2,"['RG_9_8_58', 'RG9-8_ref4324']",Q1807505,Tom O'Horgan,100.0
black journal,ORG,2,"['RG_9_8_101', 'RG_9_8_101']",Q2905388,Black Journal,100.0
trenton,GPE,2,"['RG_9_8_209', 'RG_9_8_118']",Q25330,Trenton,100.0
bill alston,PERSON,2,"['RG_9_8_144', 'RG_9_8_144']",Q21460472,Bill Alston,100.0
two centuries of black american art,EVENT,2,['RG_9_8_132'],Q18749250,Two Centuries of Black American Art,100.0
two centuries of black american art,WORK_OF_ART,2,['RG_9_8_132'],Q18749250,Two Centuries of Black American Art,100.0
umberto cintron,ORG,2,['RG_9_8_101'],,,
benny,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']",Q148732,Jack Benny,100.0
ben webster,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']",Q438460,Ben Webster,100.0
attica,LOC,2,['RG_9_8_114'],Q122443,Attica,100.0
umberto cintron of realidad,ORG,2,"['RG_9_8_101', 'RG_9_8_101']",,,
bear bryant,PERSON,2,['RG_9_8_204'],Q278804,Bear Bryant,100.0
bear bryant,ORG,2,['RG_9_8_204'],Q278804,Bear Bryant,100.0
basil,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']",Q38859,basil,100.0
basie,PERSON,2,"['RG_9_8_106', 'RG_9_8_208']",Q107008,Count Basie,100.0
baraka,PERSON,2,"['RG_9_8_118', 'RG9-8_ref4324']",Q354783,Amiri Baraka,100.0
urban affairs,ORG,2,"['RG_9_8_204', 'RG_9_8_204']",Q104777744,urban affairs,100.0
baltimore,GPE,2,"['RG_9_8_132', 'RG_9_8_132']",Q5092,Baltimore,100.0
us,GPE,2,"['RG_9_8_148', 'RG_9_8_187']",Q30,United States of America,100.0
valerie maynard,PERSON,2,"['RG_9_8_42', 'RG_9_8_42']",Q7911308,Valerie Maynard,100.0
b.a.,GPE,2,"['RG_9_8_155', 'RG_9_8_155']",Q1765120,Bachelor of Arts,100.0
vatican,FAC,2,"['RG_9_8_208', 'RG_9_8_58']",Q237,Vatican City,100.0
vernon jordan,PERSON,2,"['RG_9_8_204', 'RG_9_8_204']",Q3555993,Vernon Jordan,100.0
autherine lucy,PERSON,2,"['RG_9_8_204', 'RG_9_8_204']",Q4825897,Autherine Lucy,100.0
dom mchale,PERSON,2,"['RG_9_8_114', 'RG_9_8_114']",,,
phd,WORK_OF_ART,2,"['RG_9_8_106', 'RG_9_8_155']",Q752297,Doctor of Philosophy,100.0
the just above midtown gallery,FAC,2,['RG_9_8_42'],Q55566681,Just Above Midtown,93.0
the left bank,ORG,2,"['RG_9_8_58', 'RG_9_8_58']",Q1424124,The Left Banke,96.0
the jesse smith noyes foundation,ORG,2,"['RG_9_8_52', 'RG_9_8_52']",,,
duncanson,ORG,2,['RG_9_8_132'],Q827343,Albert Duncanson,100.0
eubie blake,PERSON,2,"['RG_9_8_106', 'RG_9_8_125']",Q919632,Eubie Blake,100.0
the harlem boys club,ORG,2,"['RG_9_8_26', 'RG_9_8_26']",,,
duncanson,PERSON,2,['RG_9_8_132'],Q827343,Albert Duncanson,100.0
florida,GPE,2,"['RG_9_8_52', 'RG_9_8_85']",Q812,Florida,100.0
dutch,NORP,2,"['RG_9_8_70', 'RG_9_8_67']",Q7411,Dutch,100.0
eastland,ORG,2,['RG_9_8_209'],Q156270,Eastland County,100.0
the lily foundation,ORG,2,"['RG_9_8_89', 'RG_9_8_89']",Q45133962,Th. Maigaards Eftf. Fru Lily Benthine Lunds Fond af 1.6. 1978,51.0
eastman kodak,ORG,2,"['RG_9_8_40', 'RG_9_8_40']",Q486269,Eastman Kodak,100.0
florence mills,PERSON,2,['RG_9_8_125'],Q543182,Florence Mills,100.0
the long island courier,LOC,2,"['RG_9_8_144', 'RG_9_8_144']",,,
edward albee,PERSON,2,"['RG_9_8_134', 'RG_9_8_134']",Q219420,Edward Albee,100.0
essence,ORG,2,"['RG_9_8_39', 'RG_9_8_70']",Q190995,essence,100.0
eastland,PERSON,2,['RG_9_8_209'],Q156270,Eastland County,100.0
ed koch,PERSON,2,"['RG9-8_ref4328', 'RG_9_8_204']",Q467122,Ed Koch,100.0
dunbar,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']",Q152026,3718 Dunbar,100.0
the just above midtown gallery,WORK_OF_ART,2,['RG_9_8_42'],Q55566681,Just Above Midtown,93.0
florence mills,ORG,2,['RG_9_8_125'],Q543182,Florence Mills,100.0
the los angeles county museum,ORG,2,"['RG_9_8_132', 'RG_9_8_132']",Q1641836,Los Angeles County Museum of Art,93.0
duke ellington's,ORG,2,"['RG_9_8_106', 'RG_9_8_106']",Q4030,Duke Ellington,93.0
eugene,GPE,2,"['RG_9_8_56', 'RG_9_8_56']",Q171224,Eugene,100.0
eugene genovese's,PERSON,2,"['RG_9_8_115', 'RG_9_8_115']",Q42022690,"Expression of the chemokine receptors CCR4, CCR5, and CXCR3 by human tissue-infiltrating lymphocytes",21.0
et cetera,PERSON,2,"['RG_9_8_111', 'RG_9_8_82']",Q845653,et cetera,100.0
the industrial revolution,EVENT,1,['RG_9_8_115'],Q42191444,The Industrial Revolution,100.0
rolls royce,PRODUCT,1,['RG_9_8_56'],Q234803,Rolls-Royce Motor Cars,100.0
urayoán,ORG,1,['RG_9_8_97'],Q7899811,Urayoán,100.0
uptown stevie,WORK_OF_ART,1,['RG_9_8_121'],,,
uncle roy,PERSON,1,['RG_9_8_204'],Q17143749,Uncle Roy All Around You,55.0
uptown,ORG,1,['RG_9_8_69'],Q986247,Chapada dos Guimarães,100.0
the east bronx community council,ORG,1,['RG_9_8_207'],,,
university of massachusetts,ORG,1,['RG_9_8_67'],Q1061122,University of Massachusetts,100.0
university of alabama,ORG,1,['RG_9_8_148'],Q492318,University of Alabama,100.0
royal garden blues,WORK_OF_ART,1,['RG_9_8_106'],Q11350147,Royal Garden Blues,100.0
roscoe brown jr.,PERSON,1,['RG_9_8_208'],Q7367496,Roscoe Brown,100.0
the inner city broadcasting group,ORG,1,['RG_9_8_78'],,,
united ways,ORG,1,['RG_9_8_89'],Q29487505,United Way affiliate,100.0
"romare, bearden",ORG,1,['RG_9_8_132'],Q1291679,Romare Bearden,100.0
uncle tom,PERSON,1,['RG_9_8_101'],Q2035679,Uncle Tom,100.0
royal box,FAC,1,['RG_9_8_207'],Q3891694,royal box,100.0
roseland,GPE,1,['RG_9_8_106'],Q1082801,Roseland,100.0
rose murphy,PERSON,1,['RG_9_8_207'],Q434445,Rose Murphy,100.0
roscoe c brown,PERSON,1,['RG_9_8_148'],Q7367496,Roscoe Brown,100.0
romi,GPE,1,['RG_9_8_132'],Q8060,Romani,100.0
the east river players,LOC,1,['RG_9_8_187'],Q100915504,Belton Rivers,46.0
united nations,ORG,1,['RG_9_8_133'],Q1065,United Nations,100.0
the ibm corporation,ORG,1,['RG9-8_ref4329'],Q37156,IBM,88.0
uncle,GPE,1,['RG_9_8_121'],Q76557,uncle,100.0
umh,NORP,1,['RG9-8_ref4329'],Q24676,Miguel Hernández University of Elche,100.0
united freedom cultural train,ORG,1,['RG_9_8_201'],,,
the human resources administration,ORG,1,['RG9-8_ref4329'],Q7013228,New York City Human Resources Administration,79.0
the eastern seaboard,LOC,1,['RG_9_8_182'],Q4268,East Coast of the United States,89.0
urban services,ORG,1,['RG_9_8_26'],Q10388221,CP Urbanos,90.0
roll morton,PERSON,1,['RG_9_8_98'],Q317128,Jelly Roll Morton,79.0
the eastern star,ORG,1,['RG_9_8_144'],Q2739646,Order of the Eastern Star,86.0
rochester avenue,FAC,1,['RG_9_8_70'],Q16894403,Lyell Avenue (RIRTR station),48.0
the employment service division,ORG,1,['RG9-8_ref4329'],Q88554525,Rehabilitation technology services and employment outcomes among consumers using division of rehabilitation services,41.0
the hub,LOC,1,['RG_9_8_182'],Q100,Boston,100.0
roberto clemente,PERSON,1,['RG9-8_ref4328'],Q684020,Roberto Clemente,100.0
roberta flack,PERSON,1,['RG_9_8_186'],Q231484,Roberta Flack,100.0
vesey,PERSON,1,['RG_9_8_115'],Q21493522,Vesey,100.0
robert patrick,PERSON,1,['RG9-8_ref4324'],Q272977,Robert Patrick,100.0
the episcopal mission society,ORG,1,['RG9-8_ref4329'],Q4744754,American Protestant Episcopal Mission,67.0
vic miles,PERSON,1,['RG9-8_ref4330'],Q65144919,Nine Mile Suite,50.0
victor hernández cruz,PERSON,1,['RG_9_8_97'],Q7925991,Victor Hernández Cruz,100.0
robert earl,PERSON,1,['RG9-8_ref4330'],Q7343923,Robert Earl,100.0
vietnam,GPE,1,['RG_9_8_39'],Q881,Vietnam,100.0
vincent smith,PERSON,1,['RG_9_8_132'],Q2526510,Vincent Arthur Smith,100.0
viney burrows,PERSON,1,['RG_9_8_187'],,,
vinnette carroll,PERSON,1,['RG_9_8_187'],Q7932632,Vinnette Justine Carroll,80.0
rockaways,GPE,1,['RG9-8_ref4328'],Q62569,Rockaway,100.0
venezuela,GPE,1,['RG_9_8_101'],Q18,South America,100.0
vaudeville,PERSON,1,['RG9-8_ref4330'],Q186286,vaudeville,100.0
russ thompson,PERSON,1,['RG_9_8_42'],Q6499614,Lauran Paine,100.0
urban affairs columnist,ORG,1,['RG_9_8_204'],,,
roho,ORG,1,['RG_9_8_42'],Q193291,spirit,100.0
urban arts core,ORG,1,['RG_9_8_187'],,,
roger starr,PERSON,1,['RG_9_8_182'],Q9311776,Roger Starr,100.0
roger star,PERSON,1,['RG_9_8_204'],Q9311776,Roger Starr,95.0
roger glenn,PERSON,1,['RG_9_8_208'],Q99685546,Roger Glenn,100.0
the editorial board of the times,ORG,1,['RG_9_8_204'],Q87193782,New York Times Editorial Board,82.0
the hudson river school of landscape,ORG,1,['RG_9_8_132'],,,
usa,GPE,1,['RG_9_8_209'],Q30,United States of America,100.0
valerie,PERSON,1,['RG_9_8_42'],Q238832,The Hogan Family,100.0
rod rodgers dance company,ORG,1,['RG_9_8_114'],,,
the elections commission,ORG,1,['RG_9_8_94'],Q2459712,Commission on Elections,89.0
rod rodgers dance,ORG,1,['RG_9_8_114'],,,
van cortlandt park,GPE,1,['RG9-8_ref4328'],Q2915656,Van Cortlandt Park,100.0
rudy garcia,PERSON,1,['RG_9_8_101'],Q7377607,Rudy Garcia,100.0
the institute of afro,ORG,1,['RG_9_8_69'],Q2371189,Afro-Arab Cultural Institute,57.0
russia,GPE,1,['RG_9_8_58'],Q159,Russia,100.0
the institute for afro-american,ORG,1,['RG_9_8_39'],Q7945473,W. E. B. Du Bois Research Institute,77.0
scott,PERSON,1,['RG_9_8_69'],Q79025,Walter Scott,100.0
the department of employment's,ORG,1,['RG9-8_ref4329'],Q19080232,Department of Employment v. United States,83.0
title 1 of the elementary and secondary education act,LAW,1,['RG_9_8_204'],Q59597366,"Impact Aid, Title VIII of the Elementary and Secondary Education Act: A Primer",81.0
scotch,NORP,1,['RG_9_8_207'],Q14549,Scots,100.0
title 7,PRODUCT,1,['RG_9_8_55'],Q783521,title,83.0
school of social work atlanta,ORG,1,['RG_9_8_148'],,,
"schomburg,���in",PERSON,1,['RG_9_8_111'],Q1682199,Jan Schomburg,88.0
schomburg plaza,FAC,1,['RG_9_8_43'],,,
title ix,ORG,1,['RG_9_8_26'],Q3133007,Title IX,100.0
title ix and affirmative action,ORG,1,['RG_9_8_89'],,,
schomburg center for research in black culture of the new york public library,ORG,1,['RG_9_8_111'],Q1060566,Schomburg Center for Research in Black Culture,75.0
the international theater festival,EVENT,1,['RG_9_8_58'],Q42402171,MESS: International Theater Festival,93.0
title vi,ORG,1,['RG9-8_ref4329'],Q81001398,Title VI,100.0
tokyo,GPE,1,['RG_9_8_42'],Q1490,Tokyo,100.0
the department of parks,ORG,1,['RG9-8_ref4328'],Q78549965,flag of the New York City Department of Parks and Recreation,82.0
schomberg,PERSON,1,['RG_9_8_111'],Q539029,Schömberg,100.0
the department of parks and recreation,ORG,1,['RG9-8_ref4328'],Q7101287,Oregon Parks and Recreation Department,94.0
second world war,EVENT,1,['RG_9_8_89'],Q362,World War II,100.0
title 1,LAW,1,['RG_9_8_204'],Q69840102,Title 19,93.0
times square,FAC,1,['RG_9_8_182'],Q11259,Times Square,100.0
thought--i'm,PERSON,1,['RG_9_8_82'],Q9420,thinking,78.0
the department of agriculture,ORG,1,['RG_9_8_59'],Q81128882,THE DEPARTMENT OF AGRICULTURE,100.0
shirley chisholm,PERSON,1,['RG_9_8_209'],Q239657,Shirley Chisholm,100.0
the department of commerce,ORG,1,['RG_9_8_111'],Q503577,United States Department of Commerce,92.0
thompson,PERSON,1,['RG_9_8_196'],Q82330,Brian Thompson,100.0
thornburg cowles,PERSON,1,['RG_9_8_55'],,,
sharon bell,PERSON,1,['RG_9_8_121'],Q24045555,Sharon Belle,96.0
shakespeare festival,WORK_OF_ART,1,['RG_9_8_134'],Q7462837,Shakespeare festival,100.0
thurgood marshall,PERSON,1,['RG_9_8_204'],Q312348,Thurgood Marshall,100.0
serbo-croatian,ORG,1,['RG_9_8_111'],Q9301,Serbo-Croatian,100.0
tidewater virginia,GPE,1,['RG_9_8_115'],Q7800869,Tidewater,100.0
till we meet again,WORK_OF_ART,1,['RG_9_8_207'],Q3563388,Till We Meet Again,100.0
shaft,ORG,1,['RG_9_8_134'],Q309383,shaft,100.0
time,WORK_OF_ART,1,['RG_9_8_78'],Q11471,time,100.0
series,EVENT,1,['RG_9_8_67'],Q170198,series,100.0
the joint center for political studies,ORG,1,['RG_9_8_204'],Q6269123,Joint Center for Political and Economic Studies,80.0
the joffrey ballet,ORG,1,['RG_9_8_125'],Q3180342,Joffrey Ballet,88.0
tom bradley,PERSON,1,['RG_9_8_209'],Q1133864,Tom Bradley,100.0
tom lloyd,PERSON,1,['RG_9_8_42'],Q7816607,Tom Lloyd,100.0
sardauna,ORG,1,['RG_9_8_133'],Q7423783,Sardauna,100.0
tuskegee institute,ORG,1,['RG_9_8_111'],Q1682329,Tuskegee University,100.0
triple a,PERSON,1,['RG_9_8_40'],Q280732,AAA,100.0
s.k. gallery,PERSON,1,['RG_9_8_42'],Q12032899,Leica Gallery Prague,67.0
tschaikowsky,PERSON,1,['RG_9_8_26'],Q7315,Pyotr Ilyich Tchaikovsky,100.0
tt,ORG,1,['RG_9_8_43'],Q754,Trinidad and Tobago,100.0
tu s��be,PERSON,1,['RG_9_8_97'],Q67484854,S. Tu,80.0
turner,PERSON,1,['RG_9_8_115'],Q131814,Tina Turner,100.0
the institute of afro- african affairs,ORG,1,['RG_9_8_52'],,,
ruth anne stewart,PERSON,1,['RG9-8_ref4330'],Q51058669,Discovery of diarylurea P2Y(1) antagonists with improved aqueous solubility.,32.0
the drawing board,ORG,1,['RG_9_8_43'],Q15766944,Australian Review of Public Affairs,100.0
twelfth night,WORK_OF_ART,1,['RG_9_8_207'],Q221211,Twelfth Night,100.0
twelve ninety five,FAC,1,['RG_9_8_43'],,,
the institute of afro american,ORG,1,['RG_9_8_155'],Q7945473,W. E. B. Du Bois Research Institute,68.0
riverbank,NORP,1,['RG9-8_ref4328'],Q1011120,Riverbank,100.0
u.s.,GPE,1,['RG_9_8_52'],Q30,United States of America,100.0
udc,ORG,1,['RG_9_8_43'],Q47781,Union of the Centre,100.0
the institute for american affairs,ORG,1,['RG_9_8_52'],Q470412,German Institute for Global and Area Studies,78.0
triangle,ORG,1,['RG_9_8_192'],Q19821,triangle,100.0
treemonisha,GPE,1,['RG_9_8_69'],Q775812,Treemonisha,100.0
sar levitan,PERSON,1,['RG_9_8_204'],Q54642701,The Quest for a Federal Manpower Partnership,22.0
tom paine,PERSON,1,['RG_9_8_133'],Q126462,Thomas Paine,100.0
san juan,GPE,1,['RG_9_8_97'],Q12867,San Juan,100.0
san francisco,GPE,1,['RG_9_8_56'],Q62,San Francisco,100.0
san antonio,GPE,1,['RG_9_8_155'],Q975,San Antonio,100.0
sam waymon,PERSON,1,['RG_9_8_134'],,,
the institute of of afro-american affairs,ORG,1,['RG_9_8_78'],,,
the doc cheatham's,ORG,1,['RG_9_8_106'],,,
the dominican republic,GPE,1,['RG_9_8_101'],Q14234690,Southern Dominican Republic,90.0
tom watson,PERSON,1,['RG9-8_ref4330'],Q263802,Tom Watson,100.0
traveling man,WORK_OF_ART,1,['RG_9_8_186'],Q48741036,Traveling Man,100.0
tommy dorsey,PERSON,1,['RG_9_8_207'],Q313529,Tommy Dorsey,100.0
salvini,PERSON,1,['RG9-8_ref4330'],Q719180,Tommaso Salvini,100.0
tony,PERSON,1,['RG_9_8_69'],Q111211,Tony,100.0
topeka kansas board of education,ORG,1,['RG_9_8_67'],Q7824816,Topeka Public Schools,88.0
saks,ORG,1,['RG_9_8_182'],Q1202,Saxony,100.0
toussaint louverture,PERSON,1,['RG_9_8_133'],Q205783,Toussaint Louverture,100.0
sahel,GPE,1,['RG_9_8_134'],Q66065,Sahel,100.0
the equal employment act,LAW,1,['RG_9_8_55'],Q96377340,Equal Employment Opportunity Act of 1972,69.0
the executive high school internship program,ORG,1,['RG_9_8_196'],,,
the ethical cultural society,ORG,1,['RG_9_8_192'],Q47135170,"Genomics and society—Ethical, Legal, Cultural and Socioeconomic Implication.",51.0
the freedom fund united foundation's,ORG,1,['RG_9_8_201'],,,
willie laniers,PERSON,1,['RG_9_8_56'],Q969357,Willie Lanier,96.0
prince hall masons,FAC,1,['RG_9_8_144'],Q16238196,Prince Hall Freemasonry,85.0
the freedom fund cultural train,ORG,1,['RG_9_8_201'],,,
willie mays,PERSON,1,['RG_9_8_56'],Q561852,Willie Mays,100.0
willie ory,PERSON,1,['RG_9_8_56'],,,
prince,GPE,1,['RG_9_8_118'],Q7542,Prince,100.0
prestige,ORG,1,['RG_9_8_85'],Q46551,The Prestige,100.0
willis reeds,PERSON,1,['RG_9_8_56'],,,
prince street,FAC,1,['RG_9_8_118'],Q2027571,Prince Street,100.0
preservation hall,FAC,1,['RG_9_8_106'],Q502333,Preservation Hall,100.0
wilt chamberlain,PERSON,1,['RG_9_8_52'],Q182455,Wilt Chamberlain,100.0
prayer for peace,WORK_OF_ART,1,['RG_9_8_186'],Q45709,Prayer of Saint Francis,100.0
pratt institute,ORG,1,['RG_9_8_70'],Q1204714,Pratt Institute,100.0
praetorians,NORP,1,['RG_9_8_209'],Q2052448,Praetorians,100.0
wins,ORG,1,['RG_9_8_201'],Q905324,Windows Internet Name Service,100.0
winthrop jordan,PERSON,1,['RG_9_8_67'],Q8026574,Winthrop Jordan,100.0
willie,PERSON,1,['RG_9_8_56'],Q324430,Groundskeeper Willie,100.0
william t. coleman esquire,PERSON,1,['RG_9_8_55'],,,
wiz,FAC,1,['RG_9_8_201'],Q428158,The Wiz,100.0
wiley branton,PERSON,1,['RG_9_8_55'],Q63409947,Wiley Austin Branton,79.0
white plains,FAC,1,['RG_9_8_39'],Q462177,White Plains,100.0
puert rico,GPE,1,['RG_9_8_94'],,,
white plains n.y.,LOC,1,['RG_9_8_39'],Q51412895,"The Rose Farm White Plains, N.Y",70.0
public works employment act,LAW,1,['RG_9_8_111'],Q7228771,Poor Employment Act 1817,74.0
psychiatric institute,ORG,1,['RG9_8_100'],Q7694892,Tehran Psychiatric Institute,86.0
protestants,NORP,1,['RG_9_8_148'],Q23540,Protestantism,100.0
whitney,PERSON,1,['RG_9_8_204'],Q153690,4346 Whitney,100.0
will chamberlain,PERSON,1,['RG_9_8_52'],Q182455,Wilt Chamberlain,94.0
princeton university,ORG,1,['RG_9_8_115'],Q21578,Princeton University,100.0
the freedmen bureau,ORG,1,['RG_9_8_111'],Q19087710,The Freedmen's Bureau,95.0
the freedom cultural train,ORG,1,['RG_9_8_201'],,,
prospect park,GPE,1,['RG9-8_ref4328'],Q1049632,Prospect Park,100.0
william shakespeare,PERSON,1,['RG_9_8_207'],Q692,William Shakespeare,100.0
william shakespeare's,PERSON,1,['RG_9_8_207'],Q17194246,William Shakespeare,95.0
william sloane,PERSON,1,['RG_9_8_55'],Q511155,William Milligan Sloane,100.0
project apex,ORG,1,['RG_9_8_97'],Q100352251,APEX Global Loan project,67.0
post,ORG,1,['RG_9_8_134'],Q49845,mail,100.0
